num_epochs,activation_function,hidden_size,param_mean,param_std,delta,gamma,train_accuracy,train loss,validation_accuracy,validation_loss,bound,train_loss
150,Tanh,[5],0,0.1,0.05,0.1,92.92693333333332,,92.94160000000001,0.26431172983978274,11.292047667687095,0.26321207769850824
150,Tanh,[5],0,0.1,0.05,0.2,92.92693333333332,,92.94160000000001,0.26431172983978274,5.036069472080124,0.26321207769850824
150,Tanh,[5],0,0.1,0.05,0.3,92.92693333333332,,92.94160000000001,0.26431172983978274,3.1224939539956944,0.26321207769850824
150,Tanh,[5],0,0.1,0.05,0.4,92.92693333333332,,92.94160000000001,0.26431172983978274,2.2381198719815605,0.26321207769850824
150,Tanh,[5],0,0.1,0.05,0.5,92.92693333333332,,92.94160000000001,0.26431172983978274,1.7321965495641538,0.26321207769850824
150,Tanh,[5],0,0.1,0.1,0.1,92.92693333333332,,92.94160000000001,0.26431172983978274,11.29204174316688,0.26321207769850824
150,Tanh,[5],0,0.1,0.1,0.2,92.92693333333332,,92.94160000000001,0.26431172983978274,5.036056002333882,0.26321207769850824
150,Tanh,[5],0,0.1,0.1,0.3,92.92693333333332,,92.94160000000001,0.26431172983978274,3.122471763859892,0.26321207769850824
150,Tanh,[5],0,0.1,0.1,0.4,92.92693333333332,,92.94160000000001,0.26431172983978274,2.238087850570791,0.26321207769850824
150,Tanh,[5],0,0.1,0.1,0.5,92.92693333333332,,92.94160000000001,0.26431172983978274,1.7321535652516704,0.26321207769850824
150,Tanh,[5],0,0.1,0.2,0.1,92.92693333333332,,92.94160000000001,0.26431172983978274,11.292035818643534,0.26321207769850824
150,Tanh,[5],0,0.1,0.2,0.2,92.92693333333332,,92.94160000000001,0.26431172983978274,5.036042532550836,0.26321207769850824
150,Tanh,[5],0,0.1,0.2,0.3,92.92693333333332,,92.94160000000001,0.26431172983978274,3.1224495735595372,0.26321207769850824
150,Tanh,[5],0,0.1,0.2,0.4,92.92693333333332,,92.94160000000001,0.26431172983978274,2.2380558286655416,0.26321207769850824
150,Tanh,[5],0,0.1,0.2,0.5,92.92693333333332,,92.94160000000001,0.26431172983978274,1.7321105797430927,0.26321207769850824
150,Tanh,[5],0,0.1,0.3,0.1,92.92693333333332,,92.94160000000001,0.26431172983978274,11.292032353018088,0.26321207769850824
150,Tanh,[5],0,0.1,0.3,0.2,92.92693333333332,,92.94160000000001,0.26431172983978274,5.036034653215799,0.26321207769850824
150,Tanh,[5],0,0.1,0.3,0.3,92.92693333333332,,92.94160000000001,0.26431172983978274,3.122436592989667,0.26321207769850824
150,Tanh,[5],0,0.1,0.3,0.4,92.92693333333332,,92.94160000000001,0.26431172983978274,2.238037096822533,0.26321207769850824
150,Tanh,[5],0,0.1,0.3,0.5,92.92693333333332,,92.94160000000001,0.26431172983978274,1.732085434277985,0.26321207769850824
150,Tanh,[5],0,0.1,0.4,0.1,92.92693333333332,,92.94160000000001,0.26431172983978274,11.292029894117055,0.26321207769850824
150,Tanh,[5],0,0.1,0.4,0.2,92.92693333333332,,92.94160000000001,0.26431172983978274,5.036029062730984,0.26321207769850824
150,Tanh,[5],0,0.1,0.4,0.3,92.92693333333332,,92.94160000000001,0.26431172983978274,3.122427383094627,0.26321207769850824
150,Tanh,[5],0,0.1,0.4,0.4,92.92693333333332,,92.94160000000001,0.26431172983978274,2.2380238062657893,0.26321207769850824
150,Tanh,[5],0,0.1,0.4,0.5,92.92693333333332,,92.94160000000001,0.26431172983978274,1.7320675930383211,0.26321207769850824
150,Tanh,[5],0,0.01,0.05,0.1,94.66666666666667,,94.528,0.20486362240331565,15.554243143217075,0.20070853497286298
150,Tanh,[5],0,0.01,0.05,0.2,94.66666666666667,,94.528,0.20486362240331565,6.978449295094448,0.20070853497286298
150,Tanh,[5],0,0.01,0.05,0.3,94.66666666666667,,94.528,0.20486362240331565,4.335801666278507,0.20070853497286298
150,Tanh,[5],0,0.01,0.05,0.4,94.66666666666667,,94.528,0.20486362240331565,3.09703349810019,0.20070853497286298
150,Tanh,[5],0,0.01,0.05,0.5,94.66666666666667,,94.528,0.20486362240331565,2.4042415443597878,0.20070853497286298
150,Tanh,[5],0,0.01,0.1,0.1,94.66666666666667,,94.528,0.20486362240331565,15.554238855777815,0.20070853497286298
150,Tanh,[5],0,0.01,0.1,0.2,94.66666666666667,,94.528,0.20486362240331565,6.97843966432596,0.20070853497286298
150,Tanh,[5],0,0.01,0.1,0.3,94.66666666666667,,94.528,0.20486362240331565,4.335785970216442,0.20070853497286298
150,Tanh,[5],0,0.01,0.1,0.4,94.66666666666667,,94.528,0.20486362240331565,3.097011085594289,0.20070853497286298
150,Tanh,[5],0,0.01,0.1,0.5,94.66666666666667,,94.528,0.20486362240331565,2.4042117821624194,0.20070853497286298
150,Tanh,[5],0,0.01,0.2,0.1,94.66666666666667,,94.528,0.20486362240331565,15.55423456833737,0.20070853497286298
150,Tanh,[5],0,0.01,0.2,0.2,94.66666666666667,,94.528,0.20486362240331565,6.9784300335440195,0.20070853497286298
150,Tanh,[5],0,0.01,0.2,0.3,94.66666666666667,,94.528,0.20486362240331565,4.3357702740961415,0.20070853497286298
150,Tanh,[5],0,0.01,0.2,0.4,94.66666666666667,,94.528,0.20486362240331565,3.09698867291884,0.20070853497286298
150,Tanh,[5],0,0.01,0.2,0.5,94.66666666666667,,94.528,0.20486362240331565,2.404182019568023,0.20070853497286298
150,Tanh,[5],0,0.01,0.3,0.1,94.66666666666667,,94.528,0.20486362240331565,15.554232060344933,0.20070853497286298
150,Tanh,[5],0,0.01,0.3,0.2,94.66666666666667,,94.528,0.20486362240331565,6.978424399891495,0.20070853497286298
