num_epochs,activation_function,hidden_size,param_mean,param_std,delta,gamma,train_accuracy,train loss,validation_accuracy,validation_loss,bound,train_loss
75,Tanh,[50],0,0.01,0.1,0.3,94.14506666666666,,94.1152,0.2214840883379583,12.253636172332582,0.21767779353866196
75,Tanh,[50],0,0.01,0.1,0.4,94.14506666666666,,94.1152,0.2214840883379583,8.810964876366553,0.21767779353866196
75,Tanh,[50],0,0.01,0.1,0.5,94.14506666666666,,94.1152,0.2214840883379583,6.829238294512499,0.21767779353866196
75,Tanh,[50],0,0.01,0.2,0.1,94.14506666666666,,94.1152,0.2214840883379583,42.44072894724882,0.21767779353866196
75,Tanh,[50],0,0.01,0.2,0.2,94.14506666666666,,94.1152,0.2214840883379583,19.456132102086194,0.21767779353866196
75,Tanh,[50],0,0.01,0.2,0.3,94.14506666666666,,94.1152,0.2214840883379583,12.25363070878549,0.21767779353866196
75,Tanh,[50],0,0.01,0.2,0.4,94.14506666666666,,94.1152,0.2214840883379583,8.810957232408027,0.21767779353866196
75,Tanh,[50],0,0.01,0.2,0.5,94.14506666666666,,94.1152,0.2214840883379583,6.829228341523767,0.21767779353866196
75,Tanh,[50],0,0.01,0.3,0.1,94.14506666666666,,94.1152,0.2214840883379583,42.44072803053597,0.21767779353866196
75,Tanh,[50],0,0.01,0.3,0.2,94.14506666666666,,94.1152,0.2214840883379583,19.456130097174647,0.21767779353866196
75,Tanh,[50],0,0.01,0.3,0.3,94.14506666666666,,94.1152,0.2214840883379583,12.25362751281418,0.21767779353866196
75,Tanh,[50],0,0.01,0.3,0.4,94.14506666666666,,94.1152,0.2214840883379583,8.810952760975814,0.21767779353866196
75,Tanh,[50],0,0.01,0.3,0.5,94.14506666666666,,94.1152,0.2214840883379583,6.829222519391705,0.21767779353866196
75,Tanh,[50],0,0.01,0.4,0.1,94.14506666666666,,94.1152,0.2214840883379583,42.44072738011785,0.21767779353866196
75,Tanh,[50],0,0.01,0.4,0.2,94.14506666666666,,94.1152,0.2214840883379583,19.456128674667138,0.21767779353866196
75,Tanh,[50],0,0.01,0.4,0.3,94.14506666666666,,94.1152,0.2214840883379583,12.253625245235941,0.21767779353866196
75,Tanh,[50],0,0.01,0.4,0.4,94.14506666666666,,94.1152,0.2214840883379583,8.810949588442774,0.21767779353866196
75,Tanh,[50],0,0.01,0.4,0.5,94.14506666666666,,94.1152,0.2214840883379583,6.829218388520187,0.21767779353866196
75,Tanh,[50],0,0.001,0.05,0.1,92.08346666666667,,92.0744,0.325216414450745,17.389716615747908,0.32331697158134026
75,Tanh,[50],0,0.001,0.05,0.2,92.08346666666667,,92.0744,0.325216414450745,7.841528132099176,0.32331697158134026
75,Tanh,[50],0,0.001,0.05,0.3,92.08346666666667,,92.0744,0.325216414450745,4.896633955995619,0.32331697158134026
75,Tanh,[50],0,0.001,0.05,0.4,92.08346666666667,,92.0744,0.325216414450745,3.516269978554154,0.32331697158134026
75,Tanh,[50],0,0.001,0.05,0.5,92.08346666666667,,92.0744,0.325216414450745,2.7469879077748205,0.32331697158134026
75,Tanh,[50],0,0.001,0.1,0.1,92.08346666666667,,92.0744,0.325216414450745,17.389712776401115,0.32331697158134026
75,Tanh,[50],0,0.001,0.1,0.2,92.08346666666667,,92.0744,0.325216414450745,7.841519539215555,0.32331697158134026
75,Tanh,[50],0,0.001,0.1,0.3,92.08346666666667,,92.0744,0.325216414450745,4.8966199954972325,0.32331697158134026
75,Tanh,[50],0,0.001,0.1,0.4,92.08346666666667,,92.0744,0.325216414450745,3.5162501040944845,0.32331697158134026
75,Tanh,[50],0,0.001,0.1,0.5,92.08346666666667,,92.0744,0.325216414450745,2.7469615949221895,0.32331697158134026
75,Tanh,[50],0,0.001,0.2,0.1,92.08346666666667,,92.0744,0.325216414450745,17.38970893705347,0.32331697158134026
75,Tanh,[50],0,0.001,0.2,0.2,92.08346666666667,,92.0744,0.325216414450745,7.841510946322378,0.32331697158134026
75,Tanh,[50],0,0.001,0.2,0.3,92.08346666666667,,92.0744,0.325216414450745,4.896606034957871,0.32331697158134026
75,Tanh,[50],0,0.001,0.2,0.4,92.08346666666667,,92.0744,0.325216414450745,3.5162302295165904,0.32331697158134026
75,Tanh,[50],0,0.001,0.2,0.5,92.08346666666667,,92.0744,0.325216414450745,2.746935281795194,0.32331697158134026
75,Tanh,[50],0,0.001,0.3,0.1,92.08346666666667,,92.0744,0.325216414450745,17.389706691178677,0.32331697158134026
75,Tanh,[50],0,0.001,0.3,0.2,92.08346666666667,,92.0744,0.325216414450745,7.841505919797668,0.32331697158134026
75,Tanh,[50],0,0.001,0.3,0.3,92.08346666666667,,92.0744,0.325216414450745,4.896597868546858,0.32331697158134026
75,Tanh,[50],0,0.001,0.3,0.4,92.08346666666667,,92.0744,0.325216414450745,3.516218603578998,0.32331697158134026
75,Tanh,[50],0,0.001,0.3,0.5,92.08346666666667,,92.0744,0.325216414450745,2.746919889475434,0.32331697158134026
75,Tanh,[50],0,0.001,0.4,0.1,92.08346666666667,,92.0744,0.325216414450745,17.389705097704972,0.32331697158134026
75,Tanh,[50],0,0.001,0.4,0.2,92.08346666666667,,92.0744,0.325216414450745,7.841502353419647,0.32331697158134026
75,Tanh,[50],0,0.001,0.4,0.3,92.08346666666667,,92.0744,0.325216414450745,4.8965920743775335,0.32331697158134026
75,Tanh,[50],0,0.001,0.4,0.4,92.08346666666667,,92.0744,0.325216414450745,3.5162103548204695,0.32331697158134026
75,Tanh,[50],0,0.001,0.4,0.5,92.08346666666667,,92.0744,0.325216414450745,2.7469089683938255,0.32331697158134026
75,Tanh,[200],0,0.1,0.05,0.1,91.22240000000001,,91.204,0.2914346767362577,10.093569037718982,0.29151695443145653
75,Tanh,[200],0,0.1,0.05,0.2,91.22240000000001,,91.204,0.2914346767362577,4.481529634774145,0.29151695443145653
75,Tanh,[200],0,0.1,0.05,0.3,91.22240000000001,,91.204,0.2914346767362577,2.761158224317148,0.29151695443145653
75,Tanh,[200],0,0.1,0.05,0.4,91.22240000000001,,91.204,0.2914346767362577,1.9546506889966744,0.29151695443145653
75,Tanh,[200],0,0.1,0.05,0.5,91.22240000000001,,91.204,0.2914346767362577,1.5003549017180315,0.29151695443145653
75,Tanh,[200],0,0.1,0.1,0.1,91.22240000000001,,91.204,0.2914346767362577,10.093562395945487,0.29151695443145653
75,Tanh,[200],0,0.1,0.1,0.2,91.22240000000001,,91.204,0.2914346767362577,4.481514460890663,0.29151695443145653
75,Tanh,[200],0,0.1,0.1,0.3,91.22240000000001,,91.204,0.2914346767362577,2.7611331150102822,0.29151695443145653
75,Tanh,[200],0,0.1,0.1,0.4,91.22240000000001,,91.204,0.2914346767362577,1.9546142913469164,0.29151695443145653
75,Tanh,[200],0,0.1,0.1,0.5,91.22240000000001,,91.204,0.2914346767362577,1.5003058096039725,0.29151695443145653
75,Tanh,[200],0,0.1,0.2,0.1,91.22240000000001,,91.204,0.2914346767362577,10.093555754167578,0.29151695443145653
75,Tanh,[200],0,0.1,0.2,0.2,91.22240000000001,,91.204,0.2914346767362577,4.4814992869545645,0.29151695443145653
75,Tanh,[200],0,0.1,0.2,0.3,91.22240000000001,,91.204,0.2914346767362577,2.761108005465005,0.29151695443145653
75,Tanh,[200],0,0.1,0.2,0.4,91.22240000000001,,91.204,0.2914346767362577,1.9545778929709685,0.29151695443145653
75,Tanh,[200],0,0.1,0.2,0.5,91.22240000000001,,91.204,0.2914346767362577,1.5002567157080433,0.29151695443145653
75,Tanh,[200],0,0.1,0.3,0.1,91.22240000000001,,91.204,0.2914346767362577,10.093551868974519,0.29151695443145653
75,Tanh,[200],0,0.1,0.3,0.2,91.22240000000001,,91.204,0.2914346767362577,4.481490410746568,0.29151695443145653
75,Tanh,[200],0,0.1,0.3,0.3,91.22240000000001,,91.204,0.2914346767362577,2.761093317212084,0.29151695443145653
75,Tanh,[200],0,0.1,0.3,0.4,91.22240000000001,,91.204,0.2914346767362577,1.9545566009492932,0.29151695443145653
75,Tanh,[200],0,0.1,0.3,0.5,91.22240000000001,,91.204,0.2914346767362577,1.500227996793808,0.29151695443145653
75,Tanh,[200],0,0.1,0.4,0.1,91.22240000000001,,91.204,0.2914346767362577,10.093549112385258,0.29151695443145653
75,Tanh,[200],0,0.1,0.4,0.2,91.22240000000001,,91.204,0.2914346767362577,4.481484112965852,0.29151695443145653
75,Tanh,[200],0,0.1,0.4,0.3,91.22240000000001,,91.204,0.2914346767362577,2.761082895681309,0.29151695443145653
75,Tanh,[200],0,0.1,0.4,0.4,91.22240000000001,,91.204,0.2914346767362577,1.954541493868787,0.29151695443145653
75,Tanh,[200],0,0.1,0.4,0.5,91.22240000000001,,91.204,0.2914346767362577,1.5002076200300494,0.29151695443145653
75,Tanh,[200],0,0.01,0.05,0.1,94.72933333333333,,94.6096,0.20301899878249074,85.84357315766798,0.1947971285152354
75,Tanh,[200],0,0.01,0.05,0.2,94.72933333333333,,94.6096,0.20301899878249074,39.79404279490747,0.1947971285152354
75,Tanh,[200],0,0.01,0.05,0.3,94.72933333333333,,94.6096,0.20301899878249074,25.251516248843274,0.1947971285152354
75,Tanh,[200],0,0.01,0.05,0.4,94.72933333333333,,94.6096,0.20301899878249074,18.248749140513475,0.1947971285152354
75,Tanh,[200],0,0.01,0.05,0.5,94.72933333333333,,94.6096,0.20301899878249074,14.178640824641468,0.1947971285152354
75,Tanh,[200],0,0.01,0.1,0.1,94.72933333333333,,94.6096,0.20301899878249074,85.84357238358264,0.1947971285152354
75,Tanh,[200],0,0.01,0.1,0.2,94.72933333333333,,94.6096,0.20301899878249074,39.794041123159005,0.1947971285152354
75,Tanh,[200],0,0.01,0.1,0.3,94.72933333333333,,94.6096,0.20301899878249074,25.251513609807084,0.1947971285152354
75,Tanh,[200],0,0.01,0.1,0.4,94.72933333333333,,94.6096,0.20301899878249074,18.24874547932853,0.1947971285152354
75,Tanh,[200],0,0.01,0.1,0.5,94.72933333333333,,94.6096,0.20301899878249074,14.17863609407645,0.1947971285152354
75,Tanh,[200],0,0.01,0.2,0.1,94.72933333333333,,94.6096,0.20301899878249074,85.84357160949732,0.1947971285152354
75,Tanh,[200],0,0.01,0.2,0.2,94.72933333333333,,94.6096,0.20301899878249074,39.79403945141048,0.1947971285152354
75,Tanh,[200],0,0.01,0.2,0.3,94.72933333333333,,94.6096,0.20301899878249074,25.251510970770617,0.1947971285152354
75,Tanh,[200],0,0.01,0.2,0.4,94.72933333333333,,94.6096,0.20301899878249074,18.248741818142847,0.1947971285152354
75,Tanh,[200],0,0.01,0.2,0.5,94.72933333333333,,94.6096,0.20301899878249074,14.17863136350984,0.1947971285152354
75,Tanh,[200],0,0.01,0.3,0.1,94.72933333333333,,94.6096,0.20301899878249074,85.84357115668642,0.1947971285152354
75,Tanh,[200],0,0.01,0.3,0.2,94.72933333333333,,94.6096,0.20301899878249074,39.79403847350024,0.1947971285152354
75,Tanh,[200],0,0.01,0.3,0.3,94.72933333333333,,94.6096,0.20301899878249074,25.251509427033113,0.1947971285152354
75,Tanh,[200],0,0.01,0.3,0.4,94.72933333333333,,94.6096,0.20301899878249074,18.248739676486174,0.1947971285152354
75,Tanh,[200],0,0.01,0.3,0.5,94.72933333333333,,94.6096,0.20301899878249074,14.178628596305026,0.1947971285152354
75,Tanh,[200],0,0.01,0.4,0.1,94.72933333333333,,94.6096,0.20301899878249074,85.84357083541197,0.1947971285152354
75,Tanh,[200],0,0.01,0.4,0.2,94.72933333333333,,94.6096,0.20301899878249074,39.79403777966187,0.1947971285152354
75,Tanh,[200],0,0.01,0.4,0.3,94.72933333333333,,94.6096,0.20301899878249074,25.25150833173387,0.1947971285152354
75,Tanh,[200],0,0.01,0.4,0.4,94.72933333333333,,94.6096,0.20301899878249074,18.248738156956424,0.1947971285152354
75,Tanh,[200],0,0.01,0.4,0.5,94.72933333333333,,94.6096,0.20301899878249074,14.178626632941636,0.1947971285152354
75,Tanh,[200],0,0.001,0.05,0.1,92.7784,,92.7288,0.31701327620137065,32.49832412823667,0.3148485620680929
75,Tanh,[200],0,0.001,0.05,0.2,92.7784,,92.7288,0.31701327620137065,14.835372554199589,0.3148485620680929
75,Tanh,[200],0,0.001,0.05,0.3,92.7784,,92.7288,0.31701327620137065,9.324164777578053,0.3148485620680929
75,Tanh,[200],0,0.001,0.05,0.4,92.7784,,92.7288,0.31701327620137065,6.704193978607815,0.3148485620680929
75,Tanh,[200],0,0.001,0.05,0.5,92.7784,,92.7288,0.31701327620137065,5.210263000447325,0.3148485620680929
75,Tanh,[200],0,0.001,0.1,0.1,92.7784,,92.7288,0.31701327620137065,32.498322079656546,0.3148485620680929
75,Tanh,[200],0,0.001,0.1,0.2,92.7784,,92.7288,0.31701327620137065,14.835368047356363,0.3148485620680929
75,Tanh,[200],0,0.001,0.1,0.3,92.7784,,92.7288,0.31701327620137065,9.324157559496452,0.3148485620680929
75,Tanh,[200],0,0.001,0.1,0.4,92.7784,,92.7288,0.31701327620137065,6.7041838375659095,0.3148485620680929
75,Tanh,[200],0,0.001,0.1,0.5,92.7784,,92.7288,0.31701327620137065,5.2102497443702775,0.3148485620680929
75,Tanh,[200],0,0.001,0.2,0.1,92.7784,,92.7288,0.31701327620137065,32.49832003107629,0.3148485620680929
75,Tanh,[200],0,0.001,0.2,0.2,92.7784,,92.7288,0.31701327620137065,14.835363540511759,0.3148485620680929
75,Tanh,[200],0,0.001,0.2,0.3,92.7784,,92.7288,0.31701327620137065,9.32415034140919,0.3148485620680929
75,Tanh,[200],0,0.001,0.2,0.4,92.7784,,92.7288,0.31701327620137065,6.704173696508298,0.3148485620680929
75,Tanh,[200],0,0.001,0.2,0.5,92.7784,,92.7288,0.31701327620137065,5.2102364882581504,0.3148485620680929
75,Tanh,[200],0,0.001,0.3,0.1,92.7784,,92.7288,0.31701327620137065,32.4983188327336,0.3148485620680929
