num_epochs,activation_function,hidden_size,param_mean,param_std,delta,gamma,train_accuracy,train loss,validation_accuracy,validation_loss,bound,train_loss
75,Tanh,[5],0,0.01,0.4,0.5,94.46746666666667,,94.396,0.19710206764320268,1.7365473590009817,0.1952761652780881
75,Tanh,[5],0,0.001,0.05,0.1,94.58053333333334,,94.4592,0.1958338620871336,11.43180366432229,0.19408548436168924
75,Tanh,[5],0,0.001,0.05,0.2,94.58053333333334,,94.4592,0.1958338620871336,5.082409976951755,0.19408548436168924
75,Tanh,[5],0,0.001,0.05,0.3,94.58053333333334,,94.4592,0.1958338620871336,3.136615881564305,0.19408548436168924
75,Tanh,[5],0,0.001,0.05,0.4,94.58053333333334,,94.4592,0.1958338620871336,2.230275758166444,0.19408548436168924
75,Tanh,[5],0,0.001,0.05,0.5,94.58053333333334,,94.4592,0.1958338620871336,1.726562756005827,0.19408548436168924
75,Tanh,[5],0,0.001,0.1,0.1,94.58053333333334,,94.4592,0.1958338620871336,11.431797821988573,0.19408548436168924
75,Tanh,[5],0,0.001,0.1,0.2,94.58053333333334,,94.4592,0.1958338620871336,5.082396701631578,0.19408548436168924
75,Tanh,[5],0,0.001,0.1,0.3,94.58053333333334,,94.4592,0.1958338620871336,3.136594023073372,0.19408548436168924
75,Tanh,[5],0,0.001,0.1,0.4,94.58053333333334,,94.4592,0.1958338620871336,2.2302442317106617,0.19408548436168924
75,Tanh,[5],0,0.001,0.1,0.5,94.58053333333334,,94.4592,0.1958338620871336,1.7265204590783443,0.19408548436168924
75,Tanh,[5],0,0.001,0.2,0.1,94.58053333333334,,94.4592,0.1958338620871336,11.431791979651853,0.19408548436168924
75,Tanh,[5],0,0.001,0.2,0.2,94.58053333333334,,94.4592,0.1958338620871336,5.082383426276167,0.19408548436168924
75,Tanh,[5],0,0.001,0.2,0.3,94.58053333333334,,94.4592,0.1958338620871336,3.1365721644251554,0.19408548436168924
75,Tanh,[5],0,0.001,0.2,0.4,94.58053333333334,,94.4592,0.1958338620871336,2.2302127047829763,0.19408548436168924
75,Tanh,[5],0,0.001,0.2,0.5,94.58053333333334,,94.4592,0.1958338620871336,1.7264781610112383,0.19408548436168924
75,Tanh,[5],0,0.001,0.3,0.1,94.58053333333334,,94.4592,0.1958338620871336,11.431788562102565,0.19408548436168924
75,Tanh,[5],0,0.001,0.3,0.2,94.58053333333334,,94.4592,0.1958338620871336,5.082375660674735,0.19408548436168924
75,Tanh,[5],0,0.001,0.3,0.3,94.58053333333334,,94.4592,0.1958338620871336,3.136559377862719,0.19408548436168924
75,Tanh,[5],0,0.001,0.3,0.4,94.58053333333334,,94.4592,0.1958338620871336,2.230194262493748,0.19408548436168924
75,Tanh,[5],0,0.001,0.3,0.5,94.58053333333334,,94.4592,0.1958338620871336,1.7264534176997945,0.19408548436168924
75,Tanh,[5],0,0.001,0.4,0.1,94.58053333333334,,94.4592,0.1958338620871336,11.43178613731213,0.19408548436168924
75,Tanh,[5],0,0.001,0.4,0.2,94.58053333333334,,94.4592,0.1958338620871336,5.082370150885524,0.19408548436168924
75,Tanh,[5],0,0.001,0.4,0.3,94.58053333333334,,94.4592,0.1958338620871336,3.136550305619652,0.19408548436168924
75,Tanh,[5],0,0.001,0.4,0.4,94.58053333333334,,94.4592,0.1958338620871336,2.230181177383367,0.19408548436168924
75,Tanh,[5],0,0.001,0.4,0.5,94.58053333333334,,94.4592,0.1958338620871336,1.726435861804417,0.19408548436168924
75,Tanh,[50],0,0.1,0.05,0.1,91.30373333333334,,91.3664,0.2638530763992878,12.326939680964562,0.26347028399998823
75,Tanh,[50],0,0.1,0.05,0.2,91.30373333333334,,91.3664,0.2638530763992878,5.501226103930692,0.26347028399998823
75,Tanh,[50],0,0.1,0.05,0.3,91.30373333333334,,91.3664,0.2638530763992878,3.3983367154009554,0.26347028399998823
75,Tanh,[50],0,0.1,0.05,0.4,91.30373333333334,,91.3664,0.2638530763992878,2.4084938811664682,0.26347028399998823
75,Tanh,[50],0,0.1,0.05,0.5,91.30373333333334,,91.3664,0.2638530763992878,1.853990611996247,0.26347028399998823
75,Tanh,[50],0,0.1,0.1,0.1,91.30373333333334,,91.3664,0.2638530763992878,12.326934252561793,0.26347028399998823
75,Tanh,[50],0,0.1,0.1,0.2,91.30373333333334,,91.3664,0.2638530763992878,5.501213805157529,0.26347028399998823
75,Tanh,[50],0,0.1,0.1,0.3,91.30373333333334,,91.3664,0.2638530763992878,3.398316518278511,0.26347028399998823
75,Tanh,[50],0,0.1,0.1,0.4,91.30373333333334,,91.3664,0.2638530763992878,2.4084648273358127,0.26347028399998823
75,Tanh,[50],0,0.1,0.1,0.5,91.30373333333334,,91.3664,0.2638530763992878,1.8539517387024045,0.26347028399998823
75,Tanh,[50],0,0.1,0.2,0.1,91.30373333333334,,91.3664,0.2638530763992878,12.326928824156617,0.26347028399998823
75,Tanh,[50],0,0.1,0.2,0.2,91.30373333333334,,91.3664,0.2638530763992878,5.50120150635635,0.26347028399998823
75,Tanh,[50],0,0.1,0.2,0.3,91.30373333333334,,91.3664,0.2638530763992878,3.3982963210319896,0.26347028399998823
75,Tanh,[50],0,0.1,0.2,0.4,91.30373333333334,,91.3664,0.2638530763992878,2.408435773135809,0.26347028399998823
75,Tanh,[50],0,0.1,0.2,0.5,91.30373333333334,,91.3664,0.2638530763992878,1.853912864523882,0.26347028399998823
75,Tanh,[50],0,0.1,0.3,0.1,91.30373333333334,,91.3664,0.2638530763992878,12.326925648742034,0.26347028399998823
75,Tanh,[50],0,0.1,0.3,0.2,91.30373333333334,,91.3664,0.2638530763992878,5.501194312005868,0.26347028399998823
75,Tanh,[50],0,0.1,0.3,0.3,91.30373333333334,,91.3664,0.2638530763992878,3.398284506342637,0.26347028399998823
75,Tanh,[50],0,0.1,0.3,0.4,91.30373333333334,,91.3664,0.2638530763992878,2.4084187773470935,0.26347028399998823
75,Tanh,[50],0,0.1,0.3,0.5,91.30373333333334,,91.3664,0.2638530763992878,1.8538901241770636,0.26347028399998823
75,Tanh,[50],0,0.1,0.4,0.1,91.30373333333334,,91.3664,0.2638530763992878,12.32692339574903,0.26347028399998823
75,Tanh,[50],0,0.1,0.4,0.2,91.30373333333334,,91.3664,0.2638530763992878,5.501189207527154,0.26347028399998823
75,Tanh,[50],0,0.1,0.4,0.3,91.30373333333334,,91.3664,0.2638530763992878,3.398276123661389,0.26347028399998823
75,Tanh,[50],0,0.1,0.4,0.4,91.30373333333334,,91.3664,0.2638530763992878,2.4084067185664435,0.26347028399998823
75,Tanh,[50],0,0.1,0.4,0.5,91.30373333333334,,91.3664,0.2638530763992878,1.8538739894606195,0.26347028399998823
75,Tanh,[50],0,0.01,0.05,0.1,99.53626666666666,,99.4504,0.07023838088831491,65.04159253869514,0.068339275704131
75,Tanh,[50],0,0.01,0.05,0.2,99.53626666666666,,99.4504,0.07023838088831491,29.99048087114245,0.068339275704131
75,Tanh,[50],0,0.01,0.05,0.3,99.53626666666666,,99.4504,0.07023838088831491,18.945846860736008,0.068339275704131
75,Tanh,[50],0,0.01,0.05,0.4,99.53626666666666,,99.4504,0.07023838088831491,13.635604647143857,0.068339275704131
75,Tanh,[50],0,0.01,0.05,0.5,99.53626666666666,,99.4504,0.07023838088831491,10.554767573780184,0.068339275704131
75,Tanh,[50],0,0.01,0.1,0.1,99.53626666666666,,99.4504,0.07023838088831491,65.04159151764688,0.068339275704131
75,Tanh,[50],0,0.01,0.1,0.2,99.53626666666666,,99.4504,0.07023838088831491,29.990478656045838,0.068339275704131
75,Tanh,[50],0,0.01,0.1,0.3,99.53626666666666,,99.4504,0.07023838088831491,18.945843351902035,0.068339275704131
75,Tanh,[50],0,0.01,0.1,0.4,99.53626666666666,,99.4504,0.07023838088831491,13.635599764896961,0.068339275704131
75,Tanh,[50],0,0.01,0.1,0.5,99.53626666666666,,99.4504,0.07023838088831491,10.554761248693351,0.068339275704131
75,Tanh,[50],0,0.01,0.2,0.1,99.53626666666666,,99.4504,0.07023838088831491,65.0415904965986,0.068339275704131
75,Tanh,[50],0,0.01,0.2,0.2,99.53626666666666,,99.4504,0.07023838088831491,29.990476440949063,0.068339275704131
75,Tanh,[50],0,0.01,0.2,0.3,99.53626666666666,,99.4504,0.07023838088831491,18.945839843067407,0.068339275704131
75,Tanh,[50],0,0.01,0.2,0.4,99.53626666666666,,99.4504,0.07023838088831491,13.63559488264831,0.068339275704131
75,Tanh,[50],0,0.01,0.2,0.5,99.53626666666666,,99.4504,0.07023838088831491,10.554754923602706,0.068339275704131
75,Tanh,[50],0,0.01,0.3,0.1,99.53626666666666,,99.4504,0.07023838088831491,65.04158989932364,0.068339275704131
75,Tanh,[50],0,0.01,0.3,0.2,99.53626666666666,,99.4504,0.07023838088831491,29.99047514520044,0.068339275704131
75,Tanh,[50],0,0.01,0.3,0.3,99.53626666666666,,99.4504,0.07023838088831491,18.94583779053043,0.068339275704131
75,Tanh,[50],0,0.01,0.3,0.4,99.53626666666666,,99.4504,0.07023838088831491,13.635592026715118,0.068339275704131
75,Tanh,[50],0,0.01,0.3,0.5,99.53626666666666,,99.4504,0.07023838088831491,10.5547512236601,0.068339275704131
75,Tanh,[50],0,0.01,0.4,0.1,99.53626666666666,,99.4504,0.07023838088831491,65.04158947555031,0.068339275704131
75,Tanh,[50],0,0.01,0.4,0.2,99.53626666666666,,99.4504,0.07023838088831491,29.990474225852125,0.068339275704131
75,Tanh,[50],0,0.01,0.4,0.3,99.53626666666666,,99.4504,0.07023838088831491,18.94583633423213,0.068339275704131
75,Tanh,[50],0,0.01,0.4,0.4,99.53626666666666,,99.4504,0.07023838088831491,13.635590000397906,0.068339275704131
75,Tanh,[50],0,0.01,0.4,0.5,99.53626666666666,,99.4504,0.07023838088831491,10.554748598508253,0.068339275704131
75,Tanh,[50],0,0.001,0.05,0.1,99.43093333333334,,99.3352,0.06819357663515037,63.90294356845233,0.0657778643351366
75,Tanh,[50],0,0.001,0.05,0.2,99.43093333333334,,99.3352,0.06819357663515037,29.45744079759087,0.0657778643351366
75,Tanh,[50],0,0.001,0.05,0.3,99.43093333333334,,99.3352,0.06819357663515037,18.605797024264717,0.0657778643351366
75,Tanh,[50],0,0.001,0.05,0.4,99.43093333333334,,99.3352,0.06819357663515037,13.388579622925723,0.0657778643351366
75,Tanh,[50],0,0.001,0.05,0.5,99.43093333333334,,99.3352,0.06819357663515037,10.361868900465108,0.0657778643351366
75,Tanh,[50],0,0.001,0.1,0.1,99.43093333333334,,99.3352,0.06819357663515037,63.902942529189325,0.0657778643351366
75,Tanh,[50],0,0.001,0.1,0.2,99.43093333333334,,99.3352,0.06819357663515037,29.45743854228814,0.0657778643351366
75,Tanh,[50],0,0.001,0.1,0.3,99.43093333333334,,99.3352,0.06819357663515037,18.605793450901928,0.0657778643351366
75,Tanh,[50],0,0.001,0.1,0.4,99.43093333333334,,99.3352,0.06819357663515037,13.388574649884513,0.0657778643351366
75,Tanh,[50],0,0.001,0.1,0.5,99.43093333333334,,99.3352,0.06819357663515037,10.361862456566303,0.0657778643351366
75,Tanh,[50],0,0.001,0.2,0.1,99.43093333333334,,99.3352,0.06819357663515037,63.902941489926306,0.0657778643351366
75,Tanh,[50],0,0.001,0.2,0.2,99.43093333333334,,99.3352,0.06819357663515037,29.45743628698524,0.0657778643351366
75,Tanh,[50],0,0.001,0.2,0.3,99.43093333333334,,99.3352,0.06819357663515037,18.60578987753845,0.0657778643351366
75,Tanh,[50],0,0.001,0.2,0.4,99.43093333333334,,99.3352,0.06819357663515037,13.388569676841449,0.0657778643351366
75,Tanh,[50],0,0.001,0.2,0.5,99.43093333333334,,99.3352,0.06819357663515037,10.361856012663468,0.0657778643351366
75,Tanh,[50],0,0.001,0.3,0.1,99.43093333333334,,99.3352,0.06819357663515037,63.9029408819964,0.0657778643351366
75,Tanh,[50],0,0.001,0.3,0.2,99.43093333333334,,99.3352,0.06819357663515037,29.457434967717536,0.0657778643351366
75,Tanh,[50],0,0.001,0.3,0.3,99.43093333333334,,99.3352,0.06819357663515037,18.605787787254496,0.0657778643351366
75,Tanh,[50],0,0.001,0.3,0.4,99.43093333333334,,99.3352,0.06819357663515037,13.388566767796885,0.0657778643351366
75,Tanh,[50],0,0.001,0.3,0.5,99.43093333333334,,99.3352,0.06819357663515037,10.361852243220085,0.0657778643351366
75,Tanh,[50],0,0.001,0.4,0.1,99.43093333333334,,99.3352,0.06819357663515037,63.90294045066326,0.0657778643351366
75,Tanh,[50],0,0.001,0.4,0.2,99.43093333333334,,99.3352,0.06819357663515037,29.457434031682165,0.0657778643351366
75,Tanh,[50],0,0.001,0.4,0.3,99.43093333333334,,99.3352,0.06819357663515037,18.605786304174284,0.0657778643351366
75,Tanh,[50],0,0.001,0.4,0.4,99.43093333333334,,99.3352,0.06819357663515037,13.388564703796535,0.0657778643351366
75,Tanh,[50],0,0.001,0.4,0.5,99.43093333333334,,99.3352,0.06819357663515037,10.361849568756604,0.0657778643351366
75,Tanh,[200],0,0.1,0.05,0.1,96.16693333333333,,96.03439999999999,0.1702797431098402,25.284604259994133,0.16622742063814056
75,Tanh,[200],0,0.1,0.05,0.2,96.16693333333333,,96.03439999999999,0.1702797431098402,11.464599653120523,0.16622742063814056
75,Tanh,[200],0,0.1,0.05,0.3,96.16693333333333,,96.03439999999999,0.1702797431098402,7.166450623920076,0.16622742063814056
75,Tanh,[200],0,0.1,0.05,0.4,96.16693333333333,,96.03439999999999,0.1702797431098402,5.128645181968154,0.16622742063814056
75,Tanh,[200],0,0.1,0.05,0.5,96.16693333333333,,96.03439999999999,0.1702797431098402,3.9693489085110305,0.16622742063814056
75,Tanh,[200],0,0.1,0.1,0.1,96.16693333333333,,96.03439999999999,0.1702797431098402,25.28460162862178,0.16622742063814056
75,Tanh,[200],0,0.1,0.1,0.2,96.16693333333333,,96.03439999999999,0.1702797431098402,11.464593828077543,0.16622742063814056
75,Tanh,[200],0,0.1,0.1,0.3,96.16693333333333,,96.03439999999999,0.1702797431098402,7.1664412472348165,0.16622742063814056
75,Tanh,[200],0,0.1,0.1,0.4,96.16693333333333,,96.03439999999999,0.1702797431098402,5.128631947529844,0.16622742063814056
75,Tanh,[200],0,0.1,0.1,0.5,96.16693333333333,,96.03439999999999,0.1702797431098402,3.969331533155939,0.16622742063814056
75,Tanh,[200],0,0.1,0.2,0.1,96.16693333333333,,96.03439999999999,0.1702797431098402,25.28459899724915,0.16622742063814056
75,Tanh,[200],0,0.1,0.2,0.2,96.16693333333333,,96.03439999999999,0.1702797431098402,11.464588003031587,0.16622742063814056
75,Tanh,[200],0,0.1,0.2,0.3,96.16693333333333,,96.03439999999999,0.1702797431098402,7.166431870537142,0.16622742063814056
75,Tanh,[200],0,0.1,0.2,0.4,96.16693333333333,,96.03439999999999,0.1702797431098402,5.128618713056625,0.16622742063814056
75,Tanh,[200],0,0.1,0.2,0.5,96.16693333333333,,96.03439999999999,0.1702797431098402,3.9693141577218487,0.16622742063814056
75,Tanh,[200],0,0.1,0.3,0.1,96.16693333333333,,96.03439999999999,0.1702797431098402,25.28459745799471,0.16622742063814056
75,Tanh,[200],0,0.1,0.3,0.2,96.16693333333333,,96.03439999999999,0.1702797431098402,11.464584595596756,0.16622742063814056
75,Tanh,[200],0,0.1,0.3,0.3,96.16693333333333,,96.03439999999999,0.1702797431098402,7.166426385514866,0.16622742063814056
75,Tanh,[200],0,0.1,0.3,0.4,96.16693333333333,,96.03439999999999,0.1702797431098402,5.128610971369892,0.16622742063814056
75,Tanh,[200],0,0.1,0.3,0.5,96.16693333333333,,96.03439999999999,0.1702797431098402,3.96930399370785,0.16622742063814056
75,Tanh,[200],0,0.1,0.4,0.1,96.16693333333333,,96.03439999999999,0.1702797431098402,25.284596365876247,0.16622742063814056
75,Tanh,[200],0,0.1,0.4,0.2,96.16693333333333,,96.03439999999999,0.1702797431098402,11.464582177982653,0.16622742063814056
75,Tanh,[200],0,0.1,0.4,0.3,96.16693333333333,,96.03439999999999,0.1702797431098402,7.166422493827051,0.16622742063814056
75,Tanh,[200],0,0.1,0.4,0.4,96.16693333333333,,96.03439999999999,0.1702797431098402,5.128605478548496,0.16622742063814056
75,Tanh,[200],0,0.1,0.4,0.5,96.16693333333333,,96.03439999999999,0.1702797431098402,3.9692967822087586,0.16622742063814056
75,Tanh,[200],0,0.01,0.05,0.1,99.78986666666667,,99.748,0.050147628449780546,141.99498413628567,0.047544424001877625
75,Tanh,[200],0,0.01,0.05,0.2,99.78986666666667,,99.748,0.050147628449780546,66.22268465663514,0.047544424001877625
75,Tanh,[200],0,0.01,0.05,0.3,99.78986666666667,,99.748,0.050147628449780546,42.18025461935143,0.047544424001877625
75,Tanh,[200],0,0.01,0.05,0.4,99.78986666666667,,99.748,0.050147628449780546,30.55149713861875,0.047544424001877625
75,Tanh,[200],0,0.01,0.05,0.5,99.78986666666667,,99.748,0.050147628449780546,23.75756661750417,0.047544424001877625
75,Tanh,[200],0,0.01,0.1,0.1,99.78986666666667,,99.748,0.050147628449780546,141.9949836686353,0.047544424001877625
75,Tanh,[200],0,0.01,0.1,0.2,99.78986666666667,,99.748,0.050147628449780546,66.22268365382234,0.047544424001877625
75,Tanh,[200],0,0.01,0.1,0.3,99.78986666666667,,99.748,0.050147628449780546,42.18025304466667,0.047544424001877625
75,Tanh,[200],0,0.01,0.1,0.4,99.78986666666667,,99.748,0.050147628449780546,30.551494963756653,0.047544424001877625
75,Tanh,[200],0,0.01,0.1,0.5,99.78986666666667,,99.748,0.050147628449780546,23.757563818531402,0.047544424001877625
75,Tanh,[200],0,0.01,0.2,0.1,99.78986666666667,,99.748,0.050147628449780546,141.99498320098496,0.047544424001877625
75,Tanh,[200],0,0.01,0.2,0.2,99.78986666666667,,99.748,0.050147628449780546,66.22268265100953,0.047544424001877625
75,Tanh,[200],0,0.01,0.2,0.3,99.78986666666667,,99.748,0.050147628449780546,42.180251469981854,0.047544424001877625
75,Tanh,[200],0,0.01,0.2,0.4,99.78986666666667,,99.748,0.050147628449780546,30.551492788894407,0.047544424001877625
75,Tanh,[200],0,0.01,0.2,0.5,99.78986666666667,,99.748,0.050147628449780546,23.757561019558302,0.047544424001877625
75,Tanh,[200],0,0.01,0.3,0.1,99.78986666666667,,99.748,0.050147628449780546,141.99498292742706,0.047544424001877625
75,Tanh,[200],0,0.01,0.3,0.2,99.78986666666667,,99.748,0.050147628449780546,66.22268206440165,0.047544424001877625
75,Tanh,[200],0,0.01,0.3,0.3,99.78986666666667,,99.748,0.050147628449780546,42.18025054885025,0.047544424001877625
75,Tanh,[200],0,0.01,0.3,0.4,99.78986666666667,,99.748,0.050147628449780546,30.55149151668147,0.047544424001877625
75,Tanh,[200],0,0.01,0.3,0.5,99.78986666666667,,99.748,0.050147628449780546,23.757559382263842,0.047544424001877625
75,Tanh,[200],0,0.01,0.4,0.1,99.78986666666667,,99.748,0.050147628449780546,141.9949827333346,0.047544424001877625
75,Tanh,[200],0,0.01,0.4,0.2,99.78986666666667,,99.748,0.050147628449780546,66.22268164819671,0.047544424001877625
75,Tanh,[200],0,0.01,0.4,0.3,99.78986666666667,,99.748,0.050147628449780546,42.180249895296974,0.047544424001877625
75,Tanh,[200],0,0.01,0.4,0.4,99.78986666666667,,99.748,0.050147628449780546,30.551490614032,0.047544424001877625
75,Tanh,[200],0,0.01,0.4,0.5,99.78986666666667,,99.748,0.050147628449780546,23.75755822058487,0.047544424001877625
75,Tanh,[200],0,0.001,0.05,0.1,99.6808,,99.6144,0.05782278785777556,112.14981979273003,0.05543452686671511
75,Tanh,[200],0,0.001,0.05,0.2,99.6808,,99.6144,0.05782278785777556,52.1414473548627,0.05543452686671511
75,Tanh,[200],0,0.001,0.05,0.3,99.6808,,99.6144,0.05782278785777556,33.13728250903291,0.05543452686671511
75,Tanh,[200],0,0.001,0.05,0.4,99.6808,,99.6144,0.05782278785777556,23.960096050831307,0.05543452686671511
75,Tanh,[200],0,0.001,0.05,0.5,99.6808,,99.6144,0.05782278785777556,18.607626200460537,0.05543452686671511
75,Tanh,[200],0,0.001,0.1,0.1,99.6808,,99.6144,0.05782278785777556,112.14981920061555,0.05543452686671511
75,Tanh,[200],0,0.001,0.1,0.2,99.6808,,99.6144,0.05782278785777556,52.1414460811342,0.05543452686671511
75,Tanh,[200],0,0.001,0.1,0.3,99.6808,,99.6144,0.05782278785777556,33.13728050424841,0.05543452686671511
75,Tanh,[200],0,0.001,0.1,0.4,99.6808,,99.6144,0.05782278785777556,23.960093276502167,0.05543452686671511
75,Tanh,[200],0,0.001,0.1,0.5,99.6808,,99.6144,0.05782278785777556,18.607622623785097,0.05543452686671511
75,Tanh,[200],0,0.001,0.2,0.1,99.6808,,99.6144,0.05782278785777556,112.14981860850108,0.05543452686671511
75,Tanh,[200],0,0.001,0.2,0.2,99.6808,,99.6144,0.05782278785777556,52.14144480740567,0.05543452686671511
75,Tanh,[200],0,0.001,0.2,0.3,99.6808,,99.6144,0.05782278785777556,33.13727849946379,0.05543452686671511
75,Tanh,[200],0,0.001,0.2,0.4,99.6808,,99.6144,0.05782278785777556,23.960090502172704,0.05543452686671511
75,Tanh,[200],0,0.001,0.2,0.5,99.6808,,99.6144,0.05782278785777556,18.607619047108965,0.05543452686671511
